"Temperatura","pH","Oxígeno disuelto","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno total Kjeldahl","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Sólidos totales","Nitrógeno total","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno amoniacal","Sulfatos","SAAM","Sulfuros","Temp. ambiente","Acidez total","Dureza de calcio","fecha","año","mes","est"
25,7.5,4.05,0.15,0.206,7.41,5.22,35.507,6.19,1.85,7,465,0.1,0.137,0.0095,0.089,0.0005,0.05,0.05,0.154,0.217,0.0005,0.1,0.0107,75.7,0.02,1500,930,465,7.77,794,2.9,229.68,52.88,145.16,0.82,6,81.8,0.16,0.1,29,18.81,93.13,2022-11-10,"2022","11","RS-09"
29,7.7,3.05,0.99,0.041,3.17,4.17,23.289,5.14,0.88,14,292,0.1,1.21,0.01,0.132,0.0005,0.05,0.05,0.369,0.05,0.0005,0.1,0.0079,41,0.02,15000,9300,306,4.2,437,5.75,131.67,26.12,103.09,87.56,0.82,49.42,0.13,0.1,37,7.92,87.56,2022-11-10,"2022","11","RS-10"
20,7.4,0.26,0.1,0.01,50.27,163.2,328.147,25.89,5.76,74.28,899.72,0.1,1.235,0.0042,0.192,0.00053,0.05,0.05,0.369,0.18,0.0014,0.1,0.019,142.3,0.095,460000000,460000000,974,50.27,1047,65,522.95,111.95,204.98,1.31,40.16,132.16,4.32,13.07,18,40.39,111.84,2022-11-14,"2022","11","AA-01"
24,7.5,0.77,0.1,0.01,38.69,177.3,228.689,15.69,3.78,146.94,832,1.2,3.01,0.0045,0.149,0.00144,0.05,0.05,0.923,0.197,0.0005,0.1,0.026,147,0.562,46000000,46000000,979,38.69,1320,80,525.45,102.52,264.8,0.96,29.16,108.82,1,0.1,28,30.89,124.77,2022-11-15,"2022","11","AA-02"
21,7.2,1.06,0.1,0.01,9.05,19.68,78.203,17.95,1.76,37,400,0.7,1.055,0.0025,0.122,0.0005,0.05,0.05,0.969,0.438,0.0005,0.1,0.008,60.5,0.024,24000000,24000000,437,9.05,621,20,254.49,44.63,137.78,0.4,5.29,24.04,0.4,1.51,22,23.76,86.17,2022-11-14,"2022","11","RZ-01"
20,7.5,2.13,0.1,0.022,3.55,5.55,31.315,8.67,0.68,17,563,0.1,2.09,0.008,0.209,0.0005,0.05,0.05,0.975,0.213,0.0005,0.1,0.0074,95.9,0.02,460000,460000,580,3.57,848,17,304.39,58.13,199.2,0.86,0.7,71.06,0.3,4.58,22,8.91,199.2,2022-12-05,"2022","12","RS-01"
17,7.2,0.03,0.1,0.045,4.6,4.08,16.473,6.82,1.03,7,526,0.1,1.635,0.003,0.212,0.0005,0.05,0.05,0.16,0.223,0.0005,0.1,0.0058,96.5,0.02,46000,46000,526,4.65,842,1.8,313.37,66.44,183.45,0.99,1.47,48.08,0.27,3.05,23,25.54,105.87,2022-12-05,"2022","12","RS-02"
19,0.8,3.98,0.47,0.133,6.29,18.48,78.887,6.78,1.72,108,504,2,22.6,0.0025,0.282,0.0005,0.05,0.05,6.058,1.416,0.0005,0.1,0.0166,91.6,0.055,4600,4600,612,6.89,910,55,265.97,68.96,163.11,0.57,2.17,60.02,0.13,1.43,23,7.92,99.5,2022-12-05,"2022","12","RS-03"
20,7.4,1.79,0.1,0.01,32.85,52.68,133.335,4.68,1.39,8,844,0.1,0.625,0.004,0.132,0.0005,0.05,0.05,0.164,0.184,0.0005,0.1,0.014,152.1,0.029,4600000,4600000,852,32.85,1510,100,565.37,106.11,262.21,1.39,28.46,76.96,1.69,35.89,21,27.72,130.94,2022-12-05,"2022","12","RS-04"
20,8,6.71,0.42,1.239,25.1,23.88,75.944,18.44,2.91,25,640,0.1,5.32,0.0087,0.17,0.0005,0.05,0.05,0.442,0.136,0.0005,0.1,0.0105,114.3,0.043,4600000,2400000,665,26.76,1081,15,340.32,77.8,179.26,1.78,19.29,114.24,0.77,0.56,27,19.9,109.25,2022-12-05,"2022","12","RS-07"
23,7.9,3.68,0.1,0.046,31.86,35.88,102.024,10.11,3.61,36,736,0.1,2.14,0.0069,0.175,0.00089,0.05,0.05,0.57,0.143,0.0005,0.1,0.012,142.1,0.049,2400000,2400000,772,31.91,1265,20,394.21,109.03,185.84,1.18,23.58,115.93,0.8,1,31,14.55,115.42,2022-12-05,"2022","12","RS-08"
24,7.5,4.88,0.13,0.127,12.06,14.01,27.478,5.87,1.91,12,496,0.1,1.125,0.0075,0.187,0.0005,0.05,0.05,0.427,0.295,0.0005,0.1,0.0025,85.3,0.025,46000,24000,508,12.32,806,9.1,263.97,56.09,157.92,0.84,9.82,81.03,0.22,1.79,27,11.09,101.09,2022-12-06,"2022","12","RS-09"
28,7.7,3.64,1.87,0.054,3.47,2.88,34.387,15.5,0.73,13,277,0.1,7.34,0.0079,0.192,0.0005,0.05,0.05,0.62,0.05,0.0005,0.1,0.003,38.7,0.02,15000,15000,290,5.39,431,6.8,131.47,25.01,135.59,0.8,0.5,90.06,0.11,0.78,32,7.13,68.65,2022-12-09,"2022","12","RS-10"
20,7.2,0.01,0.17,0.01,55.44,199.8,438.319,43.41,5.56,92,927,0.3,4.02,0.007,0.16,0.00078,0.05,0.05,0.527,0.176,0.00129,0.1,0.0169,167.1,0.132,110000000,110000000,1019,55.61,3079,200,558.88,133.27,253.24,1.18,40.81,106.71,3.13,28.32,16,36.63,122.98,2022-12-05,"2022","12","AA-01"
16,7.7,2.18,0.1,0.01,43.56,127.2,309.464,5.14,0.96,218,831,2.5,4.91,0.009,0.172,0.00163,0.089,0.05,1.457,0.198,0.0018,0.1,0.0304,154.7,0.221,110000000,110000000,1049,43.56,1543,140,566.36,112.72,273.78,0.96,31.52,98.76,1.05,6.41,15,21.48,130.54,2022-12-05,"2022","12","AA-02"
20,7.1,1.07,0.1,0.02,7.86,20.16,48.66,9.41,1.15,20,401,0.2,3.33,0.0025,0.144,0.0005,0.05,0.05,0.86,0.558,0.0005,0.1,0.0049,63.2,0.02,4600000,4600000,421,7.88,629,8.4,253.49,51.24,161.71,0.39,3.35,19.5,0.57,5.26,22,16.24,87.56,2022-12-05,"2022","12","RZ-01"
15,7.5,3.09,0.1,0.013,3.26,2.85,35.816,11.67,1.05,7,638,0.1,0.162,0.0025,0.125,0.0005,0.05,0.05,0.128,0.171,0.0005,0.1,0.0051,121.3,0.02,110000,46000,638,3.27,972,3.3,349.93,70.18,227.81,1.27,1.78,89.09,0.37,1.46,22,15.92,122.82,2023-01-09,"2023","1","RS-02"
17,0.8,7,0.67,0.366,6.05,6.66,88.543,6.8,1.69,128,637,3,4.67,0.0113,0.159,0.0005,0.05,0.05,2.313,0.378,0.0005,0.1,0.0142,134.4,0.024,460000,460000,765,7.09,1058,35,345.9,83.73,217.31,0.86,1.25,125.56,0.16,0.1,23,8.56,126.65,2023-01-11,"2023","1","RS-03"
17,7.3,0.69,0.1,0.017,28.73,31.32,116.346,7.91,5.2,8,837,0.1,0.156,0.0091,0.067,0.0005,0.05,0.05,0.163,0.132,0.0005,0.1,0.0137,167.2,0.034,4600000,2400000,845,28.75,1476,75,530.19,108.21,248.41,0.93,23.15,130,1.82,37.26,19,28.06,128.27,2023-01-11,"2023","1","RS-04"
17,8,4.67,0.89,1.15,25.41,15.96,92.773,6.01,3.53,33,645,0.1,0.675,0.0145,0.057,0.0005,0.05,0.05,0.404,0.143,0.0005,0.1,0.009,124.9,0.07,4600000,2400000,678,27.45,1083,16,353.96,79.16,183.58,0.6,2.73,141,1.1,0.1,25,6.87,112.92,2023-01-16,"2023","1","RS-07"
20,8,5.75,0.16,0.452,29.38,6.45,70.29,7.05,3.76,19,805,0.1,0.82,0.0126,0.052,0.0005,0.05,0.05,0.439,0.124,0.0005,0.1,0.0115,164,0.082,46000,24000,824,29.99,1353,9.5,454.66,116.46,220.14,1.4,24.63,136.51,0.59,0.1,28,2.98,125.44,2023-01-16,"2023","1","RS-08"
21,7.5,3.33,0.24,0.036,13.77,7.68,40.834,8.56,2.67,10,575,0.1,0.113,0.0025,0.051,0.0005,0.05,0.05,0.234,0.312,0.0005,0.1,0.008,112.2,0.02,240,240,585,14.05,963,5.8,329.29,74.65,179.34,1.46,0.5,103.39,0.45,0.69,33,17.91,110.9,2023-01-13,"2023","1","RS-09"
24,7.6,2.67,0.21,0.01,3.5,1.3,6.822,6.04,0.87,7,281,0.1,0.67,0.0025,0.05,0.0005,0.05,0.05,0.305,0.05,0.0005,0.1,0.0027,41.8,0.02,24000,24000,281,3.71,409,5.4,134.5,25.55,97.95,0.8,0.5,48.7,0.1,0.1,33,6.87,67.27,2023-01-13,"2023","1","RS-10"
19,7.3,1.32,0.1,0.01,58.35,133.2,354.387,28.25,8.12,109.61,908.39,0.4,2.23,0.0114,0.088,0.0005,0.05,0.05,0.869,0.181,0.00136,0.1,0.0106,172.2,0.143,110000000,15000000,1018,58.35,1573,120,585.57,118.31,234.27,1.63,47.73,98.88,3.7,22.26,26,40.1,129.08,2023-01-09,"2023","1","AA-01"
21,7.1,1.58,0.25,0.037,44.28,289.2,684.841,26.91,6.24,223.26,1056.74,8,1.46,0.0112,0.112,0.0005,0.05,0.05,0.971,0.177,0.0005,0.1,0.0204,169.4,0.215,110000000,110000000,1280,44.57,1089,140,558.88,113.84,301.32,1.32,32.17,164.27,1.17,6.05,25,57.91,146.05,2023-01-11,"2023","1","AA-02"
18,8.2,3.46,0.1,0.042,6.53,10.29,82.768,6.12,1.49,121.18,600.82,2,6.18,0.0025,0.167,0.0005,0.05,0.05,3.89,0.204,0.0005,0.1,0.0111,115.2,0.02,150000,150000,722,6.57,936,55,337.34,62.8,221.35,1.45,2.02,86.69,0.13,3.28,21,7.26,123.62,2023-01-09,"2023","1","RZ-01"
17,7.5,2.24,0.1,0.013,2.24,3.41,35.075,27.76,0.91,7,678,0.1,0.16,0.0221,0.143,0.0005,0.05,0.05,0.196,0.157,0.0005,0.1,0.0025,129.9,0.02,11000,4600,678,1.82,1045,3,371.11,73.14,217.11,0.98,1.81,103.94,0.25,0.1,27,7.58,130.9,2023-02-09,"2023","2","RS-02"
18,7.9,3.11,0.1,0.61,7.2,4.83,46.323,10.03,1.88,21,742,0.1,1.505,0.0224,0.152,0.0005,0.05,0.05,0.616,0.169,0.0005,0.1,0.0025,132.4,0.02,4600,4600,763,7.81,1176,9.95,392.67,85.87,235.73,1.48,3.33,135.16,0.42,0.1,23,24.62,130.65,2023-02-13,"2023","2","RS-03"
17,7.5,2.15,0.78,0.012,26.25,23.64,96.883,12.15,3.63,14,822,0.1,0.185,0.0157,0.082,0.0005,0.05,0.05,0.136,0.13,0.0005,0.1,0.0025,159.6,0.023,4600000,2400000,836,27.04,1433,55,550.65,101.55,254.67,1.36,21.71,118.94,2.44,12.4,20,15.76,143.31,2023-02-13,"2023","2","RS-04"
19,7.8,6.01,1.11,1.338,27.54,62.04,206.886,90.5,2.76,63.38,777.62,0.5,1.57,0.0196,0.062,0.0005,0.05,0.05,0.695,0.116,0.0005,0.1,0.0025,155.7,0.085,46000000,24000000,841,29.99,480,33,377.62,107.67,236.49,2.23,18.34,140.37,1.44,0.1,29,23.08,114.13,2023-02-08,"2023","2","RS-07"
22,7.9,6.75,2.35,0.053,27.78,33,101.901,71.49,3.91,39,729,0.1,1.26,0.0229,0.051,0.0005,0.05,0.05,0.63,0.175,0.0005,0.1,0.0025,146.7,0.041,4600000,2400000,768,30.18,572,21,413.88,98.01,82,1.75,20.12,133.34,1,1.62,31,15.12,122.82,2023-02-08,"2023","2","RS-08"
20,7.5,7.23,0.1,0.102,16.09,5.44,37.828,5.8,1.44,7,606,0.1,0.102,0.0196,0.051,0.0005,0.05,0.05,0.245,0.24,0.0005,0.1,0.0025,122.8,0.02,460,240,606,16.19,198,2.8,343.39,78.58,117.14,1.3,14.07,100.24,0.27,1.76,21,12.93,114.13,2023-02-08,"2023","2","RS-09"
25,7.6,4.7,0.9,0.368,1.25,2.74,18.456,6.19,0.97,7,303,0.1,0.258,0.0186,0.0404,0.0005,0.05,0.05,0.192,0.084,0.0005,0.1,0.0025,47.6,0.02,4600,4600,303,2.52,157,2.9,151.6,31.62,97.55,0.8,0.5,40.57,0.1,0.14,33,7.96,70.9,2023-02-08,"2023","2","RS-10"
20,7.2,0.93,0.1,0.023,55.88,267.6,443.698,38.42,5.83,133.33,959.67,0.7,2.9,0.0172,0.087,0.0005,0.05,0.05,0.936,0.183,0.0005,0.1,0.0025,183.9,0.183,460000000,460000000,1093,45.5,1705,170,607.32,119.08,209.03,1.31,45.48,128.54,3.92,38.55,30,37.73,122.21,2023-02-09,"2023","2","AA-01"
21,7.7,2.28,0.1,0.041,44.09,43.8,189.295,18.79,4.43,53,918,0.1,0.885,0.0151,0.077,0.0005,0.05,0.05,0.411,0.18,0.0005,0.1,0.0025,156.4,0.115,46000000,46000000,971,44.13,1623,80,614.84,124.23,276.03,0.95,36.35,115.75,2.5,3.09,27,22.26,128.64,2023-02-13,"2023","2","AA-02"
21,8,1.4,0.1,0.011,4.11,28.08,71.33,28.48,0.3,26,666,0.1,3.27,0.0271,0.148,0.0005,0.05,0.05,2.085,0.061,0.0005,0.1,0.0025,124,0.02,1100000,1100000,692,2.79,1079,40,373.12,75.86,243.97,1.14,2.78,88.68,0.73,6.8,22,3.94,123.22,2023-02-09,"2023","2","RZ-01"
24,8.7,3.28,0.1,0.016,1.94,7.7,34.144,6.55,0.65,41,679,0.1,5.5,0.0198,0.182,0.0005,0.05,0.05,2.851,0.075,0.0005,0.1,0.0025,120.4,0.042,46000,24000,112.35,1.96,1042,50,365.59,72.17,230.09,0.98,1.15,112.35,0.14,0.22,28,2,128.84,2023-03-06,"2023","3","RS-01"
19,7.5,1.61,0.1,0.01,4.84,4.1,26.134,6.36,0.84,7,674,0.1,0.119,0.0152,0.158,0.0005,0.05,0.05,0.12,0.162,0.0005,0.1,0.0025,126.8,0.02,46000,46000,674,4.84,1112,2.2,382.14,70.52,228.68,1.17,1.27,1.05,0.1,1.05,30,10.93,133.06,2023-03-06,"2023","3","RS-02"
20,7.9,2.51,0.7,0.45,5.81,7.6,35.856,5.66,1.7,22,763,0.1,1.28,0.0154,0.15,0.0005,0.05,0.05,0.591,0.204,0.0005,0.1,0.0025,151.7,0.02,460,460,785,6.96,1256,8.1,399.7,178.24,251.04,1.2,3.75,140.66,0.18,0.28,25,7.58,144.72,2023-03-03,"2023","3","RS-03"
19,7.4,0.39,0.1,0.01,35.56,55.9,108.823,5.5,1.1,17.65,877.35,0.1,0.124,0.0104,0.0083,0.0005,0.05,0.05,0.155,0.151,0.0005,0.1,0.0025,175.9,0.02,4600000,4600000,895,35.56,1626,90,612.33,119.18,269.98,0.96,29.88,103.96,1.9,17.74,26,23.15,144.32,2023-03-03,"2023","3","RS-04"
20,7.9,3.19,0.55,0.401,24.31,26.6,81.139,8.52,1.07,19,703,0.1,0.585,0.0153,0.066,0.0005,0.05,0.05,0.352,0.11,0.0005,0.1,0.0025,138.4,0.02,4600000,4600000,138.22,25.26,1243,15,394.18,88.49,195.03,1.5,20.99,138.22,0.8,0.67,26,3.84,117.18,2023-03-03,"2023","3","RS-07"
21,7.6,4.65,0.5,0.375,26.13,26.4,74.819,8.77,1.12,31,713,0.1,0.555,0.0152,0.064,0.0005,0.05,0.05,0.334,0.11,0.0005,0.1,0.0025,136.4,0.029,4600000,4600000,138.6,27.01,1120,12,387.16,88.1,201.08,1.55,20.99,138.6,0.81,0.1,30,5.12,117.38,2023-03-03,"2023","3","RS-08"
21,7.7,3.81,0.1,0.106,16.09,4.1,32.953,7.26,1.26,7,611,0.1,0.0296,0.0159,0.051,0.0005,0.05,0.05,0.123,0.211,0.0005,0.1,0.0025,119.6,0.02,1500,1500,611,16.2,1072,2.3,336.51,74.35,187.38,0.6,12.4,109.18,0.2,0.24,27,4.14,114.57,2023-03-07,"2023","3","RS-09"
28,8.1,7.1,0.33,0.173,1.51,4,13.203,5.59,1.2,7,313,0.1,0.134,0.0133,0.0406,0.0005,0.05,0.05,0.05,0.05,0.0005,0.1,0.0025,48.5,0.02,4600,4600,313,2.01,480,2.2,155.77,28.27,103.76,0.89,0.5,48.41,2.01,0.1,36,3.74,72.16,2023-03-07,"2023","3","RS-10"
22,7.3,0.57,0.1,0.01,57.21,173.5,456.689,37.38,1.47,120,956,0.6,2.495,0.0121,0.099,0.0005,0.05,0.05,0.912,0.213,0.0005,0.1,0.0025,176.2,0.105,110000000,46000000,1076,57.21,3389,120,645.43,189.99,253.46,1.12,46.15,95.95,4.16,18.31,33,39.99,129.64,2023-03-06,"2023","3","AA-01"
24,7.4,1.14,0.1,0.015,42.15,146.2,315.143,12.36,1.18,87.27,936.73,0.9,0.441,0.0107,0.082,0.0005,0.05,0.05,1.372,0.19,0.0005,0.1,0.0062,174.9,0.119,4600000,4600000,1024,42.17,1673,65,584.25,118.79,290.13,0.98,32.11,169.05,1.33,1.82,27,27.09,134.87,2023-03-03,"2023","3","AA-02"
24,7.7,0.47,0.1,0.01,13.61,50.2,144.906,11.38,2.12,70,710,0.1,3.29,0.0118,0.151,0.0005,0.05,0.05,1.759,0.122,0.0005,0.1,0.0025,145.5,0.02,110000000,46000000,780,13.61,1149,45,437.31,74.01,199.46,0.92,8.29,100.24,0.9,2.3,28,20.29,121.6,2023-03-06,"2023","3","RZ-01"
22,7.7,3.83,0.1,0.01,3.42,2.6,46.361,6.36,1.06,7,740,0.1,0.133,0.0126,0.161,0.0005,0.05,0.05,0.111,0.125,0.0005,0.1,0.0031,140,0.02,4600,4600,740,3.42,1090,2.3,407.12,136.98,244.32,0.92,0.5,93.67,0.1,1.63,41,9.96,102,2023-04-18,"2023","4","RS-02"
24,8.7,10.2,0.1,0.074,4.43,8.8,75.973,12.07,1.09,25,792,0.1,0.975,0.0025,0.14,0.0005,0.05,0.05,0.388,0.073,0.0005,0.1,0.0075,155.3,0.02,430,430,817,4.5,1204,10,431.72,90.11,243.32,1.1,0.5,119.46,0.1,1.03,28,2,110,2023-04-18,"2023","4","RS-03"
22,7.6,0.04,0.1,0.01,36.25,36.4,109.017,15.31,0.87,1,907,0.1,0.158,0.0025,0.085,0.0005,0.05,0.05,0.104,0.162,0.0005,0.1,0.0043,179.7,0.02,4600000,4600000,918,36.25,1618,38,636.54,117.61,272.35,0.96,11.21,93.85,1.75,21.97,29,23.43,137,2023-04-18,"2023","4","RS-04"
26,8,5.98,0.45,0.759,25.95,18.5,80.876,5.44,1.16,16,714,0.1,0.307,0.0113,0.059,0.0005,0.05,0.05,0.21,0.071,0.0005,0.1,0.0093,142.7,0.025,2400000,2400000,730,27.16,1344,8.4,413.71,89.18,192.25,1.23,22.65,98.27,0.4,1.11,42,11.06,115,2023-04-17,"2023","4","RS-07"
31,8.3,8.53,0.35,1.276,26.6,47.1,110.655,9.4,1.36,23,926,0.1,0.313,0.0025,0.054,0.0005,0.05,0.05,0.2,0.253,0.0005,0.1,0.0077,182.3,0.02,9300000,4300000,949,28.23,1689,16,486.72,144.71,219.48,0.97,25.65,125.39,0.67,0.1,40,9.42,127,2023-04-17,"2023","4","RS-08"
24,7.9,5.92,0.1,0.039,18.46,7.7,44.045,7.62,1.37,14,672,0.1,0.075,0.0025,0.052,0.0005,0.05,0.05,0.118,0.207,0.0005,0.1,0.0025,136.7,0.02,11000,11000,686,18.5,1150,11.2,394.45,91.19,210.27,1.07,14.8,88.74,0.12,2.98,36,14.45,120.6,2023-04-17,"2023","4","RS-09"
30,8.7,6.07,0.99,0.425,2.16,3.6,19.708,7.33,1.22,12,342,0.1,0.266,0.01,0.051,0.0005,0.05,0.05,0.136,0.05,0.0005,0.1,0.0025,55.9,0.02,11000,11000,354,3.58,511,3.9,176,34.39,128.17,0.74,0.5,52.87,0.1,0.3,42,2,80.2,2023-04-17,"2023","4","RS-10"
27,7.8,2.31,0.1,0.01,58.3,279,555.467,28.88,0.84,135.71,1038.29,0.6,3.75,0.0025,0.097,0.0005,0.063,0.05,0.95,0.184,0.0005,0.1,0.0025,192.4,0.143,110000000,110000000,1174,58.3,1170,210,667.66,77.29,267.15,1,44.46,93.73,3.38,22.28,37,44.9,128.2,2023-04-18,"2023","4","AA-01"
26,7.8,0.51,0.1,0.01,48.12,104.5,318.888,20.76,0.91,143.4,946.6,2.4,3.46,0.0057,0.086,0.0005,0.05,0.05,0.982,0.153,0.0005,0.1,0.0094,180.5,0.022,46000000,46000000,1090,48.12,1688,95,640.05,119.37,298.39,0.9,38.77,106.22,0.76,2.68,30,22.01,137.8,2023-04-18,"2023","4","AA-02"
20,7.5,1.87,0.1,0.015,3,3.6,38.031,9.37,1.02,7,756,0.1,0.0636,0.0025,0.157,0.0005,0.05,0.05,0.081,0.135,0.0005,0.1,0.0158,125.5,0.02,24000,24000,756,3.02,1219,1.9,422.68,79.1,248.72,1.54,2.22,93.84,0.21,1.61,33,18.4,148.4,2023-05-03,"2023","5","RS-02"
24,8.7,4.31,0.1,0.02,3.89,9.2,66.227,15.81,1.11,93,819,0.3,5,0.0025,0.161,0.00136,0.05,0.05,2.228,0.129,0.0005,0.1,0.0228,165.4,0.029,93,93,912,3.91,1352,55,450.29,95.49,270.18,1.76,1.26,144.92,0.1,0.1,29,2,156,2023-05-09,"2023","5","RS-03"
23,7.5,0.11,0.1,0.01,39.13,76,171.213,15.46,0.85,9,952,0.1,0.163,0.0025,0.076,0.00159,0.05,0.05,0.125,0.159,0.00064,0.1,0.0192,187.1,0.034,1100000,1100000,961,39.13,1808,60,683.22,120.93,315.42,1.34,34.63,119.67,4.04,12.98,31,22.01,140.2,2023-05-09,"2023","5","RS-04"
23,8,4.53,0.2,0.388,28.76,27.9,102.622,14.91,0.89,31,737,0.1,1.045,0.0025,0.057,0.00748,0.05,0.05,0.407,0.127,0.0005,0.1,0.0211,128.1,0.06,11000000,11000000,768,29.35,1355,17,412.64,92.95,191.65,1.7,23.25,127.07,0.61,0.36,33,18.29,116.4,2023-05-03,"2023","5","RS-07"
26,8.1,4.88,0.1,0.426,31.4,23.8,84.83,15.4,0.88,24,812,0.1,0.51,0.0025,0.053,0.0057,0.05,0.05,0.308,0.112,0.0005,0.1,0.0228,141.6,0.046,240000,240000,836,31.83,1505,11,456.82,110.85,208.67,1.51,26.13,141.88,0.35,0.1,37,12.26,124,2023-05-03,"2023","5","RS-08"
26,7.7,8.44,0.17,0.029,140.69,6.9,52.634,16.5,1.07,13,739,0.1,0.0988,0.0025,0.052,0.00124,0.05,0.05,0.142,0.27,0.0005,0.1,0.0173,151.2,0.02,11000,11000,752,140.89,1281,12,435.74,100.83,196.65,1.47,138.06,120.46,0.1,0.56,40,15.11,131.8,2023-05-08,"2023","5","RS-09"
29,9,7.81,0.1,0.01,122.54,3.9,24.842,8.03,1.07,20,296,0.1,0.585,0.0025,0.0382,0.0005,0.05,0.05,0.4,0.05,0.0005,0.1,0.0049,52.5,0.02,1500,930,316,122.54,672,9.1,171.43,31.36,101.13,0.8,120.32,46.6,0.1,0.22,41,2,74.2,2023-05-08,"2023","5","RS-10"
23,7.2,1.71,0.1,0.01,54.89,231.3,630.348,40.75,1.1,163.41,1058.59,0.8,4.42,0.0025,0.112,0.00131,0.05,0.05,1.654,0.231,0.00058,0.1,0.0298,226.1,0.178,110000000,110000000,1222,54.89,1856,110,672.18,150.97,259.34,1.52,41.94,107.99,3.33,17.74,33,50.92,131.6,2023-05-03,"2023","5","AA-01"
29,7.3,0.15,0.14,0.01,51.65,244.6,595.742,32.11,0.98,96.15,1071.85,1.2,1.595,0.0025,0.088,0.00202,0.057,0.05,0.774,0.171,0.00144,0.1,0.0297,212.1,0.232,11000000,11000000,1168,51.79,1937,80,662.64,147.35,316.95,1.46,41.94,122.58,1.23,7.54,33,52.45,140.4,2023-05-09,"2023","5","AA-02"
18,7.1,5.65,0.37,0.016,18.37,9.72,60.52,6.85,4.4,10,750,0.1,0.925,0.0088,0.224,0.00055,0.05,0.05,0.197,0.213,0.00057,0.1,0.0025,123.3,0.02,210000,210000,760,18.76,1915,1.5,493.02,88.66,344.66,1,16.3,97.72,1.03,3.13,17,50.96,127.36,2020-01-21,"2020","1","RS-05"
18,7.9,7.55,2.4,1.25,15.84,11.79,50.18,5.14,4.3,7,777,0.1,0.525,0.0025,0.15,0.00093,0.05,0.05,0.201,0.223,0.00108,0.1,0.0049,122.3,0.023,460000,240000,777,19.49,1186,6.2,426.81,90.59,246.58,1.18,12.51,99.51,0.5,0.1,16,37.57,131.34,2020-01-22,"2020","1","RS-06"
17,7.8,6.79,0.42,0.032,13.17,9.6,43.79,5.14,3.19,7,661,0.1,0.93,0.0056,0.196,0.00093,0.05,0.05,0.184,0.197,0.00155,0.1,0.0154,116.9,0.04,240000,21000,661,13.62,1108,1,374.74,77.44,193.01,0.82,10.92,103.57,0.83,12.27,19,18.23,122.56,2020-02-10,"2020","2","RS-05"
16,7.8,7.27,6.01,0.975,16.6,18.03,58.5,11.56,4.68,10,819,0.1,0.84,0.0052,0.169,0.00057,0.05,0.05,0.295,0.227,0.00062,0.1,0.0091,134.9,0.02,1100000,1100000,829,23.59,1329,4.3,474.61,94.8,205.48,1.42,13.39,97.21,0.68,0.32,13,16.55,154.44,2020-02-26,"2020","2","RS-06"
19,7.7,1.36,0.33,0.01,16.71,12.06,61.5,5.14,3.75,7,791,0.1,0.454,0.0076,0.203,0.00192,0.05,0.05,0.146,0.197,0.0005,0.1,0.0088,138.5,0.02,210000,210000,791,17.04,1397,4.5,491.67,92.98,224.68,1.12,15.7,104.12,1.5,4.55,20,32.82,140.18,2020-03-03,"2020","3","RS-05"
18,7.6,7.76,5.14,1.17,13.68,28.5,40.5,5.14,3.76,7,778,0.1,0.422,0.0046,0.168,0.00055,0.05,0.05,0.178,0.199,0.0005,0.1,0.0091,132.9,0.02,46000,46000,778,19.99,1282,3.3,451.88,90.5,257.35,1.34,11.93,113.47,0.56,0.1,18,15.8,147.91,2020-03-02,"2020","3","RS-06"
20,7.8,2.15,0.33,0.01,15.02,8.42,49.2,5.14,3.31,19,850,0.1,1.69,0.0025,0.592,0.0037,0.05,0.05,0.165,0.108,0.0005,0.1,0.0079,124.4,0.02,460000,460000,869,15.36,1333,5.3,493.09,92.98,221.73,1.35,13.98,117.92,0.62,2.22,22,33.75,141.45,2020-04-22,"2020","4","RS-05"
19,8.3,5.86,6.07,1.7,14.79,10.26,56.09,5.14,4.49,7,866,0.1,0.9,0.0055,0.238,0.00093,0.05,0.05,0.212,0.121,0.00082,0.1,0.0082,146.6,0.021,2400000,2400000,866,22.56,1355,4.3,479.49,102.31,273.91,1.13,12.23,122.78,0.47,0.1,19,18.99,151.41,2020-04-21,"2020","4","RS-06"
21,7.1,4.99,0.19,0.01,16.55,8.1,57.07,5.14,5.36,7,860,0.1,0.63,0.0081,0.144,0.0005,0.05,0.05,0.29,0.186,0.0005,0.1,0.0103,143.2,0.029,240000,240000,860,16.74,1393,4.7,524.75,96.51,278.71,1.29,16.15,119.86,0.61,3.04,23,27.56,153.47,2020-05-13,"2020","5","RS-05"
21,8.2,6.26,8.09,1.915,18.34,21.24,70.85,14.16,6.85,13,930,0.1,0.535,0.0066,0.134,0.0005,0.05,0.05,0.191,0.157,0.0005,0.1,0.0122,153.1,0.024,46000000,46000000,943,28.35,1459,3.6,505.88,98.54,270.87,1.21,14.65,124.25,0.35,0.1,20,13.23,153.27,2020-05-19,"2020","5","RS-06"
